,budget,popularity,vote_count,top_cast_avg_rating,director_encoded,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,title,genres,director,top_cast,release_date,vote_average,revenue,budget_log,revenue_log,profit_ratio
444,80000000,49.078546,1077,6.271936339522531,1835,2002,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Road to Perdition,"['Thriller', 'Crime', 'Drama']",Sam Mendes,['Unknown'],2002-07-12,7.3,181001478,18.197537205138154,19.014015760467434,1.262518475
445,80000000,37.02665,1543,5.992222222222222,511,2011,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Just Go with It,"['Romance', 'Comedy']",Dennis Dugan,"['Adam Sandler', 'Jennifer Aniston', 'Nicole Kidman']",2011-02-10,6.3,214918407,18.197537205138154,19.18576901639005,1.6864800875
446,75000000,45.154631,1270,6.271936339522531,1904,1997,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Con Air,"['Action', 'Thriller', 'Crime']",Simon West,['Unknown'],1997-06-01,6.5,224012234,18.132998684833918,19.227211228863382,1.9868297866666667
448,79000000,24.598479,533,6.295370370370371,116,2003,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold Mountain,['Drama'],Anthony Minghella,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger']",2003-12-24,6.7,173013509,18.184958423089522,18.968880241898542,1.190044417721519
449,80000000,32.363538,2164,6.302380952380953,35,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,The Book of Eli,"['Action', 'Thriller', 'Science Fiction']",Albert Hughes,"['Denzel Washington', 'Gary Oldman', 'Mila Kunis']",2010-01-14,6.6,157107755,18.197537205138154,18.872442471835335,0.9638469375
450,80000000,11.50396,695,5.567948717948718,1226,1997,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Flubber,"['Comedy', 'Family', 'Science Fiction']",Les Mayfield,"['Robin Williams', 'Marcia Gay Harden', 'Christopher McDonald']",1997-11-26,5.3,177977226,18.197537205138154,18.997166161869323,1.224715325
452,80000000,36.125715,1288,6.7,957,1996,11,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Joe Pytka,"['Michael Jordan', 'Wayne Knight', 'Billy West']",1996-11-15,6.5,250200000,18.197537205138154,19.33777115999389,2.1275
453,0,25.450534,550,6.127314814814814,1886,2006,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,The Pink Panther,"['Action', 'Comedy', 'Crime', 'Mystery', 'Family']",Shawn Levy,"['Steve Martin', 'Kevin Kline', 'Jean Reno']",2006-01-18,5.6,0,0.0,0.0,
454,80000000,41.890722,1043,5.816666666666666,1851,2008,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,The Day the Earth Stood Still,"['Drama', 'Science Fiction', 'Thriller']",Scott Derrickson,"['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates']",2008-12-10,5.2,233093859,18.197537205138154,19.266951763032726,1.9136732375
455,75000000,22.179658,431,6.271936339522531,1696,1997,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Conspiracy Theory,"['Action', 'Drama', 'Mystery', 'Thriller']",Richard Donner,['Unknown'],1997-08-07,6.5,136982834,18.132998684833918,18.7353661839719,0.8264377866666667
456,68000000,139.575085,3946,6.271936339522531,443,2014,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Fury,"['War', 'Drama', 'Action']",David Ayer,['Unknown'],2014-10-15,7.4,211817906,18.035018277846262,19.171237534299916,2.114969205882353
457,70000000,18.264635,332,6.271936339522531,795,1998,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Six Days Seven Nights,"['Action', 'Adventure', 'Comedy', 'Romance']",Ivan Reitman,['Unknown'],1998-06-12,5.6,164000000,18.064005814299346,18.915376991886035,1.3428571428571427
458,80000000,11.187696,220,6.271936339522531,580,2010,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']",Eric Brevig,['Unknown'],2010-12-11,5.2,201584141,18.197537205138154,19.121717430353286,1.5198017625
459,80000000,41.670544,831,6.271936339522531,1139,2002,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",Kelly Asbury,['Unknown'],2002-05-24,7.4,122563539,18.197537205138154,18.624140147351437,0.5320442375
460,80000000,27.46264,498,5.753030303030303,625,2011,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Zookeeper,"['Comedy', 'Romance', 'Family']",Frank Coraci,"['Kevin James', 'Rosario Dawson', 'Sylvester Stallone']",2011-07-06,5.3,169852759,18.197537205138154,18.95044250207087,1.1231594875
462,80000000,21.394281,393,6.271936339522531,1053,2004,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,The Manchurian Candidate,"['Drama', 'Thriller', 'Mystery']",Jonathan Demme,['Unknown'],2004-07-30,6.2,96105964,18.197537205138154,18.380961942773837,0.20132455
463,0,0.605645,1,6.271936339522531,759,1998,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Déjà Vu,"['Romance', 'Drama']",Henry Jaglom,['Unknown'],1998-04-22,8.0,0,0.0,0.0,
464,80000000,61.692197,1497,5.883333333333333,676,2015,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hotel Transylvania 2,"['Animation', 'Comedy', 'Family']",Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",2015-09-21,6.7,473226958,18.197537205138154,19.975085660127846,4.915336975
465,80000000,14.530946,292,6.648148148148148,820,1999,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Fantasia 2000,"['Animation', 'Family', 'Music']",James Algar,"['Steve Martin', 'Itzhak Perlman', 'Quincy Jones']",1999-12-17,7.0,90874570,18.197537205138154,18.324990773036525,0.135932125
466,80000000,25.978555,631,5.888888888888889,1903,2002,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,The Time Machine,"['Science Fiction', 'Adventure', 'Action']",Simon Wells,"['Guy Pearce', 'Mark Addy', 'Phyllida Law']",2002-03-04,5.8,123729176,18.197537205138154,18.633605678587983,0.5466147
468,102000000,36.788745,932,6.271936339522531,531,2001,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Swordfish,"['Action', 'Crime', 'Thriller']",Dominic Sena,['Unknown'],2001-06-07,6.1,147080413,18.440483381052466,18.806490029188055,0.4419648333333333
469,75000000,31.054334,893,6.271936339522531,1326,2005,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Legend of Zorro,"['Action', 'Adventure']",Martin Campbell,['Unknown'],2005-10-24,5.9,142400065,18.132998684833918,18.774151020425187,0.8986675333333334
470,85000000,21.891078,577,6.271936339522531,2117,1998,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,What Dreams May Come,"['Drama', 'Fantasy', 'Romance']",Vincent Ward,['Unknown'],1998-10-02,6.8,71485043,18.258161826219297,18.084998810958957,-0.15899949411764705
471,85000000,18.335992,438,6.301666666666666,1958,2000,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Little Nicky,"['Comedy', 'Fantasy', 'Romance']",Steven Brill,"['Adam Sandler', 'Patricia Arquette', 'Harvey Keitel']",2000-11-10,5.2,0,18.258161826219297,0.0,-1.0
473,70000000,44.090535,1509,6.271936339522531,2021,1996,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Mars Attacks!,"['Comedy', 'Fantasy', 'Science Fiction']",Tim Burton,['Unknown'],1996-12-12,6.1,101371017,18.064005814299346,18.43429778972702,0.4481573857142857
474,0,3.300061,47,6.400000000000001,1257,2015,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Evolution,"['Mystery', 'Drama', 'Horror']",Lucile Hadzihalilovic,"['Max Brebant', 'Roxane Duran', 'Julie-Marie Parmentier']",2015-09-14,6.4,0,0.0,0.0,
475,0,20.632673,349,6.365555555555556,1215,1997,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Edge,"['Action', 'Adventure', 'Drama']",Lee Tamahori,"['Alec Baldwin', 'Anthony Hopkins', 'Elle Macpherson']",1997-09-06,6.7,43312294,0.0,17.583947101858463,
476,80000000,36.664991,1195,6.162222222222222,1064,2009,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Surrogates,"['Action', 'Science Fiction', 'Thriller']",Jonathan Mostow,"['Bruce Willis', 'Radha Mitchell', 'Rosamund Pike']",2009-09-24,5.9,122444772,18.197537205138154,18.6231706536404,0.53055965
477,80000000,18.26121,189,6.271936339522531,1780,2000,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Thirteen Days,"['Drama', 'Thriller']",Roger Donaldson,['Unknown'],2000-12-24,6.9,34566746,18.197537205138154,17.358402708540517,-0.567915675
478,80000000,16.681269,378,5.88080808080808,1729,1996,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daylight,"['Action', 'Adventure', 'Thriller']",Rob Cohen,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen']",1996-12-06,5.8,159212469,18.197537205138154,18.88575015745272,0.9901558625
479,80000000,10.088006,133,5.43015873015873,145,2013,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Walking With Dinosaurs,"['Animation', 'Family', 'Adventure']",Barry Cook,"['Charlie Rowe', 'Justin Long', 'Karl Urban']",2013-12-18,5.2,126546518,18.197537205138154,18.656120537662822,0.581831475
480,44000000,7.89147,255,5.810185185185186,1779,2000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Battlefield Earth,"['Action', 'Science Fiction', 'War']",Roger Christian,"['John Travolta', 'Barry Pepper', 'Forest Whitaker']",2000-05-10,3.0,21400000,17.599700214609808,16.87890152672105,-0.5136363636363637
482,80000000,9.357734,165,5.9316666666666675,1733,2009,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Nine,"['Drama', 'Music', 'Romance']",Rob Marshall,"['Judi Dench', 'Daniel Day-Lewis', 'Marion Cotillard']",2009-12-03,5.1,53825515,18.197537205138154,17.801258187792065,-0.3271810625
484,80000000,14.564667,299,6.271936339522531,1155,1997,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Postman,"['Drama', 'Adventure']",Kevin Costner,['Unknown'],1997-12-25,6.1,17626234,18.197537205138154,16.68489897512974,-0.779672075
485,90000000,11.356079,305,5.3500000000000005,686,1998,11,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Babe: Pig in the City,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",George Miller,"['James Cromwell', 'Mary Stein', 'Mickey Rooney']",1998-11-25,5.2,69131860,18.31532023940565,18.0515262678542,-0.23186822222222223
486,90000000,52.612025,1316,5.802222222222222,222,2015,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Last Witch Hunter,"['Fantasy', 'Action', 'Adventure']",Breck Eisner,"['Vin Diesel', 'Rose Leslie', 'Elijah Wood']",2015-10-21,5.7,146936910,18.31532023940565,18.80551387574951,0.6326323333333334
488,86000000,27.097932,639,6.271936339522531,1254,2006,12,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Arthur and the Invisibles,"['Adventure', 'Fantasy', 'Animation', 'Family']",Luc Besson,['Unknown'],2006-12-13,6.0,107944236,18.26985786584569,18.497125327673245,0.25516553488372096
489,0,10.706613,111,6.865384615384616,810,2009,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Oceans,"['Documentary', 'Family']",Jacques Perrin,"['Pierce Brosnan', 'Jacques Perrin', 'Rie Miyazawa']",2009-10-17,7.3,19406406,0.0,16.781113827242436,
490,80000000,7.342892,111,5.1,1613,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,A Sound of Thunder,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",Peter Hyams,"['Heike Makatsch', 'Armin Rohde', 'David Oyelowo']",2005-05-15,4.8,5989640,18.197537205138154,15.605542035073528,-0.9251295
491,130000000,50.561849,1267,6.271936339522531,1586,2014,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Pompeii,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",Paul W.S. Anderson,['Unknown'],2014-02-18,5.2,117831631,18.683045016112164,18.584767316056137,-0.09360283846153847
492,8000000,0.719996,9,5.3,97,2015,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top Cat Begins,"['Comedy', 'Animation']",Andrés Couturier,"['Jason Harris', 'David Hoffman', 'Bill Lobley']",2015-10-30,5.3,0,15.894952224644102,0.0,-1.0
494,45000000,90.457886,5376,6.271936339522531,1777,1994,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,The Lion King,"['Family', 'Animation', 'Drama']",Roger Allers,['Unknown'],1994-06-23,8.0,788241776,17.622173069956816,20.485315424365478,16.516483911111113
495,79000000,40.723459,1030,5.872222222222223,216,2012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Journey 2: The Mysterious Island,"['Adventure', 'Action', 'Science Fiction']",Brad Peyton,"['Dwayne Johnson', 'Josh Hutcherson', 'Kristin Davis']",2012-01-19,5.8,355692760,18.184958423089522,19.689577885291854,3.50244
496,78000000,41.247402,915,5.716666666666666,356,2013,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloudy with a Chance of Meatballs 2,"['Animation', 'Family', 'Comedy']",Cody Cameron,"['Bill Hader', 'Anna Faris', 'James Caan']",2013-09-26,6.4,248384621,18.17221939747438,19.330488997894644,2.184418217948718
497,78000000,10.083905,1115,6.393055555555556,227,2002,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Red Dragon,"['Crime', 'Thriller', 'Horror']",Brett Ratner,"['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes']",2002-09-29,6.7,209196298,18.17221939747438,19.158783598793963,1.6820038205128205
499,79000000,22.132418,604,5.7811111111111115,511,2011,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack and Jill,['Comedy'],Dennis Dugan,"['Adam Sandler', 'Katie Holmes', 'Al Pacino']",2011-11-11,4.1,149673788,18.184958423089522,18.82396874387942,0.8946049113924051
501,64000000,35.384423,756,6.396666666666667,1313,2015,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Little Prince,"['Adventure', 'Animation', 'Fantasy']",Mark Osborne,"['Jeff Bridges', 'Rachel McAdams', 'Paul Rudd']",2015-07-29,7.6,97571250,17.974393656948944,18.396093448565942,0.52455078125
502,80000000,15.673154,359,6.271936339522531,1539,2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,The Invasion,"['Science Fiction', 'Thriller']",Oliver Hirschbiegel,['Unknown'],2007-08-17,5.7,15071514,18.197537205138154,16.528317096405797,-0.811606075
503,76000000,8.981427,87,6.271936339522531,523,2000,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Adventures of Rocky & Bullwinkle,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Des McAnuff,['Unknown'],2000-06-30,3.9,35134820,18.1462439114085,17.37470324796048,-0.5376997368421053
504,75000000,31.482872,3462,6.044444444444444,311,2016,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Secret Life of Pets,"['Animation', 'Family']",Chris Renaud,"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart']",2016-06-18,5.9,875958308,18.132998684833918,20.590829055302354,10.679444106666667
506,76000000,136.886704,4637,6.363492063492064,1646,2013,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Despicable Me 2,"['Animation', 'Comedy', 'Family']",Pierre Coffin,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt']",2013-06-25,7.0,970761885,18.1462439114085,20.69359177064222,11.773182697368421
507,75000000,60.442593,3260,6.271936339522531,1789,1996,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Independence Day,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,['Unknown'],1996-06-25,6.7,816969268,18.132998684833918,20.521112037673753,9.892923573333332
508,73000000,2.502487,2487,6.271936339522531,1965,1997,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,The Lost World: Jurassic Park,"['Adventure', 'Action', 'Science Fiction']",Steven Spielberg,['Unknown'],1997-05-23,6.2,229074524,18.105970012811294,19.249557945256704,2.1380071780821917
509,75000000,48.110909,3237,6.099047619047618,583,2005,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,"['Family', 'Animation']",Eric Darnell,"['Ben Stiller', 'Chris Rock', 'David Schwimmer']",2005-05-25,6.6,532680671,18.132998684833918,20.093432688142816,6.1024089466666664
510,76000000,35.387874,2071,6.271936339522531,55,2006,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",Alfonso Cuarón,['Unknown'],2006-09-22,7.4,69959751,18.1462439114085,18.063430663225603,-0.0794769605263158
511,75000000,4.66891,4097,6.271936339522531,255,2000,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,X-Men,"['Adventure', 'Action', 'Science Fiction']",Bryan Singer,['Unknown'],2000-07-13,6.8,296339527,18.132998684833918,19.507016408978526,2.9511936933333334
512,75000000,73.82289,2528,6.271936339522531,2034,2008,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wanted,"['Action', 'Thriller', 'Crime']",Timur Bekmambetov,['Unknown'],2008-06-19,6.4,258270008,18.132998684833918,19.3695161421495,2.4436001066666666
514,80000000,85.115058,2951,6.271936339522531,266,2006,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ice Age: The Meltdown,"['Animation', 'Family', 'Comedy', 'Adventure']",Carlos Saldanha,['Unknown'],2006-03-23,6.5,660940780,18.197537205138154,20.309174803787407,7.26175975
516,50000000,31.160542,709,6.271936339522531,12,2007,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Hairspray,"['Family', 'Comedy', 'Music', 'Romance']",Adam Shankman,['Unknown'],2007-07-13,6.5,90450008,17.72753358339242,18.32030786930806,0.80900016
517,80000000,15.761384,183,6.271936339522531,1683,2004,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']",Renny Harlin,['Unknown'],2004-08-20,4.7,78000586,18.197537205138154,18.172226910266573,-0.024992675
518,75000000,17.561955,318,4.897222222222222,464,1999,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inspector Gadget,"['Action', 'Adventure', 'Comedy', 'Family']",David Kellogg,"['Matthew Broderick', 'Rupert Everett', 'Joely Fisher']",1999-07-23,4.3,0,18.132998684833918,0.0,-1.0
519,75000000,71.124686,5487,6.437222222222222,1251,2013,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Now You See Me,"['Thriller', 'Crime']",Louis Leterrier,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson']",2013-05-29,7.3,117698894,18.132998684833918,18.583640183911157,0.5693185866666667
520,80000000,38.864027,1705,6.271936339522531,511,2010,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grown Ups,['Comedy'],Dennis Dugan,['Unknown'],2010-06-24,6.0,271430189,18.197537205138154,19.41921553720361,2.3928773625
521,60000000,57.753914,1910,6.902777777777778,1965,2004,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Terminal,"['Comedy', 'Drama']",Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci']",2004-06-17,7.0,219417255,17.909855136853043,19.206485753578583,2.65695425
522,35000000,13.25753,202,6.05,2017,2009,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hotel for Dogs,"['Comedy', 'Family']",Thor Freudenthal,"['Emma Roberts', 'Jake T. Austin', 'Don Cheadle']",2009-01-16,5.7,73034460,17.370858648025116,18.10644195621654,1.086698857142857
523,75000000,13.318744,283,6.271936339522531,1326,2000,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vertical Limit,"['Action', 'Adventure', 'Thriller']",Martin Campbell,['Unknown'],2000-12-08,5.9,215663859,18.132998684833918,19.189231549802027,1.87551812
524,75000000,18.70031,338,6.271936339522531,1455,2007,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Charlie Wilson's War,"['Comedy', 'Drama', 'History']",Mike Nichols,['Unknown'],2007-12-19,6.5,119000410,18.132998684833918,18.594637504851352,0.5866721333333333
525,75000000,47.094369,1557,6.235648148148148,2108,2004,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Shark Tale,"['Animation', 'Action', 'Comedy', 'Family']",Vicky Jenson,"['Will Smith', 'Robert De Niro', 'Renée Zellweger']",2004-09-20,5.8,367275019,18.132998684833918,19.721621498675873,3.897000253333333
527,53000000,18.61472,292,6.271936339522531,602,2005,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Be Cool,"['Comedy', 'Crime']",F. Gary Gray,['Unknown'],2005-03-04,5.4,95226116,17.78580249038432,18.371764800373036,0.7967191698113207
528,70000000,29.035222,696,6.271936339522531,1965,2005,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Munich,"['Drama', 'Action', 'History', 'Thriller']",Steven Spielberg,['Unknown'],2005-12-22,6.9,130358911,18.064005814299346,18.685802065780365,0.8622701571428572
530,75000000,23.004607,772,6.271936339522531,1756,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Killers,"['Action', 'Comedy', 'Thriller', 'Romance']",Robert Luketic,['Unknown'],2010-06-04,5.7,98159963,18.132998684833918,18.402108991618697,0.30879950666666667
531,75000000,48.744209,2265,6.271936339522531,735,2015,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",Guy Ritchie,['Unknown'],2015-08-13,7.1,108145109,18.132998684833918,18.498984494361917,0.4419347866666667
533,75000000,36.368839,874,6.271936339522531,700,2006,7,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Monster House,"['Animation', 'Comedy', 'Family', 'Fantasy']",Gil Kenan,['Unknown'],2006-07-21,6.3,140175006,18.132998684833918,18.758402249911587,0.86900008
534,75000000,24.353302,302,6.271936339522531,146,2001,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bandits,"['Action', 'Comedy', 'Crime', 'Romance']",Barry Levinson,['Unknown'],2001-10-12,6.2,67631903,18.132998684833918,18.029590382341286,-0.09824129333333333
535,55000000,19.143321,311,6.271936339522531,917,1995,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,First Knight,"['Action', 'Adventure', 'Drama', 'Romance']",Jerry Zucker,['Unknown'],1995-07-07,5.9,127600435,17.822843761378564,18.664414345797027,1.3200079090909091
536,75000000,13.327372,197,6.271936339522531,102,1999,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Anna and the King,"['Drama', 'History', 'Romance']",Andy Tennant,['Unknown'],1999-12-16,6.4,0,18.132998684833918,0.0,-1.0
537,75000000,37.917002,880,5.623333333333334,1995,2011,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Immortals,"['Fantasy', 'Action', 'Drama']",Tarsem Singh,"['Mickey Rourke', 'Kellan Lutz', 'Isabel Lucas']",2011-11-10,5.7,226904017,18.132998684833918,19.240037657834797,2.025386893333333
538,52000000,23.663713,512,5.956666666666666,613,2005,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Hostage,"['Mystery', 'Drama', 'Thriller', 'Crime']",Florent-Emilio Siri,"['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett']",2005-03-09,6.2,77944725,17.76675429577647,18.17151049242349,0.4989370192307692
540,75000000,10.605084,166,6.271936339522531,1797,2003,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hollywood Homicide,"['Action', 'Adventure', 'Comedy', 'Thriller']",Ron Shelton,['Unknown'],2003-06-09,5.0,51142659,18.132998684833918,17.75012954055363,-0.31809788
542,0,12.708963,282,5.949999999999999,2182,2009,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,Carriers,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Àlex Pastor,"['Lou Taylor Pucci', 'Chris Pine', 'Piper Perabo']",2009-09-04,5.8,5802422,0.0,15.5737861469005,
543,75000000,8.098369,78,6.271936339522531,763,2001,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Monkeybone,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']",Henry Selick,['Unknown'],2001-02-23,4.3,5409517,18.132998684833918,15.503670552583664,-0.9278731066666667
546,74000000,875.581305,4571,6.347222222222222,1194,2015,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Minions,"['Family', 'Animation', 'Adventure', 'Comedy']",Kyle Balda,"['Sandra Bullock', 'Jon Hamm', 'Michael Keaton']",2015-06-17,6.4,1156730962,18.119575664681957,20.868863728300205,14.631499486486486
547,82000000,39.127082,1623,6.271936339522531,2175,2011,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sucker Punch,"['Action', 'Fantasy', 'Thriller']",Zack Snyder,['Unknown'],2011-03-24,5.9,89792502,18.22222981742365,18.31301204426393,0.09503051219512196
